word,n,theme,literal
pinnacled,1,NA,pinnacled
pinned,1,NA,pinned
pioneers,1,NA,pioneers
piously,1,NA,piously
piteously,1,NA,piteously
pithy,1,NA,pithy
pitiable,1,NA,pitiable
pitiably,1,NA,pitiably
pitiful,1,NA,pitiful
pits,1,NA,pits
pivot,1,NA,pivot
pla,1,NA,pla
plague,1,NA,plague
plained,1,NA,plained
planetary,1,NA,planetary
planing,1,NA,planing
plant’s,1,NA,plant’s
plastic,1,NA,plastic
platessoides,1,NA,platessoides
plating,1,NA,plating
platinum,1,NA,platinum
platter,1,NA,platter
plausible,1,NA,plausible
pleas,1,NA,pleas
pleasantnesses,1,NA,pleasantnesses
pleasingly,1,NA,pleasingly
plenty,1,NA,plenty
pletion,1,NA,pletion
pleuropogon,1,NA,pleuropogon
plies,1,NA,plies
plinths,1,NA,plinths
plished,1,NA,plished
plishments,1,NA,plishments
plorers,1,NA,plorers
ploughed,1,NA,ploughed
pluck,1,NA,pluck
plugs,1,NA,plugs
plump,1,NA,plump
plums,1,NA,plums
plunder,1,NA,plunder
plundering,1,NA,plundering
plunging,1,NA,plunging
plusia,1,NA,plusia
poa,1,flora,poa
pocketed,1,NA,pocketed
pockets,1,NA,pockets
poduridae,1,wildlife,poduridae
poésies,1,NA,poésies
poet,1,NA,poet
poison,1,NA,poison
poisonous,1,NA,poisonous
poke,1,NA,poke
poker,1,NA,poker
poking,1,NA,poking
polarizing,1,NA,polarizing
polarmeer,1,NA,polarmeer
policies,1,NA,policies
polish,1,NA,polish
politics,1,NA,politics
pollen,1,NA,pollen
pollution,1,NA,pollution
polygamy,1,NA,polygamy
polyte,1,NA,polyte
pomarinus,1,NA,pomarinus
pond,1,NA,pond
ponds,1,NA,ponds
poned,1,NA,poned
ponent,1,NA,ponent
poop,1,NA,poop
popula,1,NA,popula
populate,1,NA,populate
por,1,NA,por
porcelain,1,NA,porcelain
porphyry,1,NA,porphyry
porpoise,1,NA,porpoise
portant,1,NA,portant
ported,1,NA,ported
porter,1,NA,porter
porthole,1,NA,porthole
portions,1,NA,portions
pose,1,NA,pose
poses,1,NA,poses
posing,1,NA,posing
positioning,1,NA,positioning
positively,1,NA,positively
posses,1,NA,posses
posting,1,NA,posting
postponement,1,NA,postponement
posts,1,NA,posts
postulations,1,NA,postulations
posturing,1,NA,posturing
potentilla,1,flora,potentilla
potomac,1,NA,potomac
pottery,1,NA,pottery
pouches,1,NA,pouches
pouchful,1,NA,pouchful
pounded,1,NA,pounded
pounder,1,NA,pounder
pours,1,NA,pours
pow,1,NA,pow
prairies,1,NA,prairies
praised,1,NA,praised
precarious,1,NA,precarious
precariousness,1,NA,precariousness
precepts,1,NA,precepts
precipitously,1,NA,precipitously
precursor,1,NA,precursor
predators,1,NA,predators
predominant,1,NA,predominant
preening,1,NA,preening
preface,1,NA,preface
preferring,1,NA,preferring
prefers,1,NA,prefers
pregnant,1,NA,pregnant
preliminary,1,NA,preliminary
prep,1,NA,prep
prepa,1,NA,prepa
prepar,1,NA,prepar
prepara,1,NA,prepara
preparation,1,NA,preparation
prepossessing,1,NA,prepossessing
presentable,1,NA,presentable
preservation,1,NA,preservation
pression,1,NA,pression
pressions,1,NA,pressions
pressive,1,NA,pressive
presumed,1,NA,presumed
pretend,1,NA,pretend
pretended,1,NA,pretended
pretending,1,NA,pretending
pretext,1,NA,pretext
prettiest,1,NA,prettiest
prevail,1,NA,prevail
priapulus,1,wildlife,priapulus
priate,1,NA,priate
priceless,1,NA,priceless
pricked,1,NA,pricked
prickling,1,NA,prickling
priest,1,NA,priest
primarily,1,NA,primarily
primary,1,NA,primary
primula,1,NA,primula
principal,1,NA,principal
principle,1,NA,principle
print,1,NA,print
printing,1,NA,printing
prints,1,NA,prints
priori,1,NA,priori
prisoner,1,NA,prisoner
privacy,1,NA,privacy
privileges,1,NA,privileges
prized,1,NA,prized
proach,1,NA,proach
proached,1,NA,proached
proaching,1,NA,proaching
procaccia,1,NA,procaccia
proced,1,NA,proced
procedures,1,NA,procedures
processed,1,NA,processed
processes,1,NA,processes
processing,1,NA,processing
proclaimed,1,NA,proclaimed
procurement,1,NA,procurement
produ,1,NA,produ
productivity,1,NA,productivity
professors,1,NA,professors
profi,1,NA,profi
programme,1,NA,programme
progressed,1,NA,progressed
progressing,1,NA,progressing
prohibited,1,NA,prohibited
prolapsus,1,NA,prolapsus
prolong,1,NA,prolong
prolongation,1,NA,prolongation
promises,1,NA,promises
promising,1,NA,promising
promoter,1,NA,promoter
prompted,1,NA,prompted
prone,1,NA,prone
pronged,1,NA,pronged
pronouncement,1,NA,pronouncement
pronunciation,1,NA,pronunciation
propagation,1,NA,propagation
propeller,1,NA,propeller
properties,1,NA,properties
proposals,1,NA,proposals
proposes,1,NA,proposes
propriety,1,NA,propriety
pros,1,NA,pros
proselytizing,1,NA,proselytizing
prostrate,1,NA,prostrate
prostrated,1,NA,prostrated
prostration,1,NA,prostration
protruded,1,NA,protruded
provenance,1,NA,provenance
proves,1,NA,proves
provid,1,NA,provid
provisionally,1,NA,provisionally
provokes,1,NA,provokes
prowling,1,NA,prowling
proxim,1,NA,proxim
prudence,1,NA,prudence
psy,1,NA,psy
psyches,1,NA,psyches
psychic,1,NA,psychic
psychrometers,1,NA,psychrometers
psychrometric,1,NA,psychrometric
pteropods,1,NA,pteropods
pub,1,NA,pub
publish,1,NA,publish
publishing,1,NA,publishing
pud,1,NA,pud
puffed,1,NA,puffed
puked,1,NA,puked
pumped,1,NA,pumped
pumping,1,NA,pumping
punch,1,NA,punch
punchbowl,1,NA,punchbowl
punctuality,1,NA,punctuality
punga,1,NA,punga
punigkpa,1,NA,punigkpa
pupil,1,NA,pupil
pupils,1,NA,pupils
pupped,1,NA,pupped
purchases,1,NA,purchases
purgatory,1,NA,purgatory
purloined,1,NA,purloined
purplish,1,NA,purplish
purposing,1,NA,purposing
purred,1,NA,purred
purring,1,NA,purring
pursue,1,NA,pursue
pursuer,1,NA,pursuer
pursuers,1,NA,pursuers
puzzle,1,NA,puzzle
puzzling,1,NA,puzzling
pyc,1,NA,pyc
quadrangula,1,NA,quadrangula
quail,1,NA,quail
quails,1,NA,quails
qualified,1,NA,qualified
quantity,1,NA,quantity
quarrelsome,1,NA,quarrelsome
quarterly,1,NA,quarterly
quartermaster,1,NA,quartermaster
quarto,1,NA,quarto
quartzite,1,NA,quartzite
quays,1,NA,quays
quayside,1,NA,quayside
queen,1,NA,queen
queens,1,NA,queens
querable,1,NA,querable
quidi,1,NA,quidi
quiescent,1,NA,quiescent
quinine,1,NA,quinine
quired,1,NA,quired
quivered,1,NA,quivered
quivers,1,NA,quivers
quotation,1,NA,quotation
r.h,1,NA,r.h
r.w.d,1,NA,r.w.d
rabbits,1,NA,rabbits
races,1,NA,races
rack,1,NA,rack
radiate,1,NA,radiate
radiated,1,NA,radiated
railings,1,NA,railings
rails,1,NA,rails
railways,1,NA,railways
rake,1,NA,rake
raked,1,NA,raked
ram,1,NA,ram
ramble,1,NA,ramble
ramming,1,NA,ramming
rampant,1,NA,rampant
random,1,NA,random
rangement,1,NA,rangement
ranked,1,NA,ranked
ranks,1,NA,ranks
ranting,1,NA,ranting
ranunculus,1,NA,ranunculus
rapids,1,NA,rapids
raptor,1,NA,raptor
rarer,1,NA,rarer
rat,1,NA,rat
rath,1,NA,rath
rationed,1,NA,rationed
rative,1,NA,rative
rats,1,NA,rats
rattle,1,NA,rattle
rattled,1,NA,rattled
rattlers,1,NA,rattlers
ratzen,1,NA,ratzen
rave,1,NA,rave
ravenscraig’s,1,NA,ravenscraig’s
rea,1,NA,rea
readable,1,NA,readable
reader,1,NA,reader
readers,1,NA,readers
reagent,1,NA,reagent
realizing,1,NA,realizing
realms,1,NA,realms
reappearing,1,NA,reappearing
reared,1,NA,reared
reasonableness,1,NA,reasonableness
rebound,1,NA,rebound
recalcitrance,1,NA,recalcitrance
recalling,1,NA,recalling
recalls,1,NA,recalls
receded,1,NA,receded
recedes,1,NA,recedes
reception,1,NA,reception
recht,1,NA,recht
recitations,1,NA,recitations
recklessness,1,NA,recklessness
recog,1,NA,recog
recognizing,1,NA,recognizing
reconciled,1,NA,reconciled
reconnoitred,1,NA,reconnoitred
reconstructed,1,NA,reconstructed
recopy,1,NA,recopy
recounted,1,NA,recounted
recovering,1,NA,recovering
recovery,1,NA,recovery
rectangle,1,NA,rectangle
rection,1,NA,rection
recurrence,1,NA,recurrence
reddening,1,NA,reddening
reddishly,1,NA,reddishly
redeeming,1,NA,redeeming
redounds,1,NA,redounds
redrawing,1,NA,redrawing
reducing,1,NA,reducing
reefs,1,NA,reefs
reel,1,NA,reel
refers,1,NA,refers
refilled,1,NA,refilled
refine,1,NA,refine
refit,1,NA,refit
refitting,1,NA,refitting
reflec,1,NA,reflec
refloat,1,NA,refloat
reforma,1,NA,reforma
refrac,1,NA,refrac
refrain,1,NA,refrain
refreez,1,NA,refreez
refresh,1,NA,refresh
refreshments,1,NA,refreshments
refugee,1,NA,refugee
regained,1,NA,regained
regenerate,1,NA,regenerate
regeneration,1,NA,regeneration
registered,1,NA,registered
regnault,1,NA,regnault
regu,1,NA,regu
regulation,1,NA,regulation
regurgitate,1,NA,regurgitate
reign,1,NA,reign
reindeer’s,1,NA,reindeer’s
reinforced,1,NA,reinforced
reinhardt,1,NA,reinhardt
reinstated,1,NA,reinstated
reinvigorated,1,NA,reinvigorated
reise,1,NA,reise
reisen,1,NA,reisen
reiterate,1,NA,reiterate
reject,1,NA,reject
rejected,1,NA,rejected
rejoiced,1,NA,rejoiced
rekindle,1,NA,rekindle
relates,1,NA,relates
relating,1,NA,relating
relation,1,NA,relation
relations,1,NA,relations
relationships,1,NA,relationships
relax,1,NA,relax
relays,1,NA,relays
releases,1,NA,releases
releasing,1,NA,releasing
relented,1,NA,relented
relentlessly,1,NA,relentlessly
reliability,1,NA,reliability
reliably,1,NA,reliably
relies,1,NA,relies
relinquish,1,NA,relinquish
reluctance,1,NA,reluctance
rely,1,NA,rely
rem,1,NA,rem
rembrandt,1,NA,rembrandt
remedial,1,NA,remedial
reminds,1,NA,reminds
remnant,1,NA,remnant
rendez,1,NA,rendez
rendezvoused,1,NA,rendezvoused
rending,1,NA,rending
rendition,1,NA,rendition
renewing,1,NA,renewing
renounce,1,NA,renounce
renounced,1,NA,renounced
renouncing,1,NA,renouncing
rens,1,NA,rens
rents,1,NA,rents
reorganized,1,NA,reorganized
repaying,1,NA,repaying
repeating,1,NA,repeating
repentant,1,NA,repentant
repitch,1,NA,repitch
replace,1,NA,replace
replacement,1,NA,replacement
replacements,1,NA,replacements
replicate,1,NA,replicate
reprehensible,1,NA,reprehensible
representa,1,NA,representa
representations,1,NA,representations
reproached,1,NA,reproached
reproduces,1,NA,reproduces
reproduction,1,NA,reproduction
repugnance,1,NA,repugnance
requests,1,NA,requests
requirements,1,NA,requirements
reradiated,1,NA,reradiated
rescuing,1,NA,rescuing
researcher,1,NA,researcher
resentations,1,NA,resentations
resentment,1,NA,resentment
resents,1,NA,resents
reserve,1,NA,reserve
reservoir,1,NA,reservoir
resi,1,NA,resi
residences,1,NA,residences
resin,1,NA,resin
resist,1,NA,resist
resistivity,1,NA,resistivity
resolute,1,NA,resolute
resolutions,1,NA,resolutions
resonator,1,NA,resonator
resonators,1,NA,resonators
resort,1,NA,resort
resounding,1,NA,resounding
resource,1,NA,resource
respectable,1,NA,respectable
respectful,1,NA,respectful
respects,1,NA,respects
response,1,NA,response
restore,1,NA,restore
restored,1,NA,restored
restraint,1,NA,restraint
restricts,1,NA,restricts
resume,1,NA,resume
resurrection,1,NA,resurrection
resurveyed,1,NA,resurveyed
retain,1,NA,retain
retains,1,NA,retains
retreating,1,NA,retreating
retrieving,1,NA,retrieving
retrograde,1,NA,retrograde
revelation,1,NA,revelation
reverberated,1,NA,reverberated
reversed,1,NA,reversed
reverses,1,NA,reverses
reversible,1,NA,reversible
revert,1,NA,revert
reviewer,1,NA,reviewer
revision,1,NA,revision
revital,1,NA,revital
revitaliz,1,NA,revitaliz
revitalized,1,NA,revitalized
revived,1,NA,revived
revolting,1,NA,revolting
revolving,1,NA,revolving
rewritten,1,NA,rewritten
rhein,1,NA,rhein
rheumatism,1,NA,rheumatism
rhododendron,1,NA,rhododendron
rhodostethia,1,NA,rhodostethia
rhubarb,1,NA,rhubarb
rhychonella,1,NA,rhychonella
rhythms,1,NA,rhythms
rib,1,NA,rib
ribbed,1,NA,ribbed
ribbon,1,NA,ribbon
ribbons,1,NA,ribbons
ric,1,NA,ric
richard,1,NA,richard
richardson’s,1,NA,richardson’s
riches,1,NA,riches
richest,1,NA,richest
richness,1,NA,richness
ricocheted,1,NA,ricocheted
ricochets,1,NA,ricochets
riddled,1,NA,riddled
rider,1,NA,rider
ridgway,1,NA,ridgway
ridiculously,1,NA,ridiculously
ried,1,NA,ried
riemen,1,NA,riemen
ries,1,NA,ries
rifling,1,NA,rifling
rightful,1,NA,rightful
rightly,1,NA,rightly
rigid,1,NA,rigid
rigidity,1,NA,rigidity
rijksmuseum,1,NA,rijksmuseum
rims,1,NA,rims
ringed,1,NA,ringed
rinnt,1,NA,rinnt
riod,1,NA,riod
riously,1,NA,riously
ripen,1,NA,ripen
ripening,1,NA,ripening
ripens,1,NA,ripens
ripped,1,NA,ripped
ripple,1,NA,ripple
risking,1,NA,risking
risks,1,NA,risks
ritenbenk,1,NA,ritenbenk
riveted,1,NA,riveted
road,1,NA,road
roadstead,1,NA,roadstead
roam,1,NA,roam
roamed,1,NA,roamed
roaming,1,NA,roaming
roasts,1,NA,roasts
robbing,1,NA,robbing
robe,1,NA,robe
robert’s,1,NA,robert’s
robes,1,NA,robes
robust,1,NA,robust
roche,1,NA,roche
roeit’er,1,NA,roeit’er
roept,1,NA,roept
roeyer,1,NA,roeyer
rogue,1,NA,rogue
roles,1,NA,roles
romans,1,NA,romans
romeo,1,NA,romeo
rona,1,NA,rona
roofed,1,NA,roofed
roomy,1,NA,roomy
ror,1,NA,ror
rosa,1,NA,rosa
rosea,1,NA,rosea
rosettes,1,NA,rosettes
rosinante,1,NA,rosinante
rosses,1,NA,rosses
roster,1,NA,roster
rosy,1,NA,rosy
rotary,1,NA,rotary
rotating,1,NA,rotating
rotation,1,NA,rotation
rothen,1,NA,rothen
roundel,1,NA,roundel
roused,1,NA,roused
rouses,1,NA,rouses
rousingly,1,NA,rousingly
royal,1,NA,royal
ruary,1,NA,ruary
rubens,1,NA,rubens
rubs,1,NA,rubs
ruffled,1,NA,ruffled
rugosities,1,NA,rugosities
ruin,1,NA,ruin
ruined,1,NA,ruined
ruler,1,NA,ruler
rulers,1,NA,rulers
rum,1,NA,rum
rumbled,1,NA,rumbled
rumours,1,NA,rumours
rung,1,NA,rung
runoff,1,NA,runoff
rup,1,NA,rup
rupted,1,NA,rupted
ruptured,1,NA,ruptured
rural,1,NA,rural
russian,1,NA,russian
rustle,1,NA,rustle
rusty,1,NA,rusty
s3,1,NA,s3
s42,1,NA,s42
sabbath,1,NA,sabbath
sabine,1,NA,sabine
sabine’s,1,NA,sabine’s
sabini,1,NA,sabini
sable,1,NA,sable
sabre,1,NA,sabre
sachjes,1,NA,sachjes
sacri,1,NA,sacri
saddened,1,NA,saddened
saddest,1,NA,saddest
saddle,1,NA,saddle
saddled,1,NA,saddled
safer,1,NA,safer
sageways,1,NA,sageways
sagn,1,NA,sagn
sailor’s,1,NA,sailor’s
sale,1,NA,sale
salinity,1,NA,salinity
salix,1,NA,salix
salted,1,NA,salted
saltpetre,1,NA,saltpetre
salvaged,1,NA,salvaged
salvator,1,NA,salvator
salve,1,NA,salve
sampled,1,NA,sampled
samuel,1,NA,samuel
sanctuary,1,NA,sanctuary
sandbar,1,NA,sandbar
sanderling,1,wildlife,sanderling
sanderlings,1,wildlife,sanderlings
sanderson,1,NA,sanderson
sanderson’s,1,NA,sanderson’s
sandpiper,1,NA,sandpiper
sandstones,1,NA,sandstones
sardonic,1,NA,sardonic
sary,1,NA,sary
sash,1,NA,sash
sate,1,NA,sate
sated,1,NA,sated
satellites,1,NA,satellites
satis,1,NA,satis
satisfying,1,NA,satisfying
saturates,1,NA,saturates
saturating,1,NA,saturating
saturday,1,NA,saturday
sault,1,NA,sault
saulted,1,NA,saulted
savages,1,NA,savages
saxifraga,1,NA,saxifraga
scaffoldings,1,NA,scaffoldings
scaled,1,NA,scaled
scan,1,NA,scan
scans,1,NA,scans
scapular,1,NA,scapular
scar,1,NA,scar
scars,1,NA,scars
scatter,1,NA,scatter
scenery,1,NA,scenery
scenic,1,NA,scenic
schangu’s,1,NA,schangu’s
schedule,1,NA,schedule
scheduled,1,NA,scheduled
schiet,1,NA,schiet
schiffbruch,1,NA,schiffbruch
schistosity,1,NA,schistosity
scholar,1,NA,scholar
schoonmaker,1,NA,schoonmaker
schott,1,NA,schott
schott’s,1,NA,schott’s
schreeuwen,1,NA,schreeuwen
schrik,1,NA,schrik
schu,1,NA,schu
schwarzwald,1,NA,schwarzwald
sci,1,NA,sci
scien,1,NA,scien
scientists,1,NA,scientists
scimitar,1,NA,scimitar
scissor,1,NA,scissor
scope,1,NA,scope
scorning,1,NA,scorning
scots,1,NA,scots
scrape,1,NA,scrape
scrapers,1,NA,scrapers
scraping,1,NA,scraping
scratch,1,NA,scratch
screamed,1,NA,screamed
scree,1,NA,scree
screeching,1,NA,screeching
screens,1,NA,screens
scribbled,1,NA,scribbled
scribe,1,NA,scribe
scribes,1,NA,scribes
script,1,NA,script
scrubbed,1,NA,scrubbed
sculptor,1,NA,sculptor
scup,1,NA,scup
scuppers,1,NA,scuppers
scurrying,1,NA,scurrying
scuttled,1,NA,scuttled
seabirds,1,wildlife,seabirds
seafarer,1,NA,seafarer
seafaring,1,NA,seafaring
seagoing,1,NA,seagoing
seal’s,1,wildlife,seal’s
seamanlike,1,NA,seamanlike
seamanship,1,NA,seamanship
seamstress,1,NA,seamstress
seasickness,1,NA,seasickness
seasonal,1,NA,seasonal
seasons,1,NA,seasons
seated,1,NA,seated
seatic,1,NA,seatic
seatics,1,NA,seatics
seats,1,NA,seats
sebw,1,NA,sebw
seclusion,1,NA,seclusion
secondary,1,NA,secondary
secrecy,1,NA,secrecy
secretly,1,NA,secretly
secur,1,NA,secur
secures,1,NA,secures
seddon,1,NA,seddon
seded,1,NA,seded
sedentary,1,NA,sedentary
sedimentary,1,NA,sedimentary
seductively,1,NA,seductively
seed,1,NA,seed
seemingly,1,NA,seemingly
seethe,1,NA,seethe
seethingly,1,NA,seethingly
sein,1,NA,sein
seinen,1,NA,seinen
seizing,1,NA,seizing
sel,1,NA,sel
selachians,1,wildlife,selachians
selachus,1,wildlife,selachus
selaer,1,NA,selaer
selfless,1,NA,selfless
selling,1,NA,selling
seminary,1,NA,seminary
sends,1,NA,sends
sensational,1,NA,sensational
sensed,1,NA,sensed
senseless,1,NA,senseless
sensitively,1,NA,sensitively
sensory,1,NA,sensory
sential,1,NA,sential
sentiments,1,NA,sentiments
sentry,1,NA,sentry
separat,1,NA,separat
seph,1,NA,seph
sepia,1,NA,sepia
séracs,1,NA,séracs
serene,1,NA,serene
sergeant,1,NA,sergeant
serpentine,1,NA,serpentine
servation,1,NA,servation
servatory,1,NA,servatory
serviceable,1,NA,serviceable
servings,1,NA,servings
ses,1,NA,ses
sets,1,NA,sets
setter,1,NA,setter
settles,1,NA,settles
seum,1,NA,seum
seventeenth,1,NA,seventeenth
sever,1,NA,sever
severed,1,NA,severed
severo,1,NA,severo
seward,1,NA,seward
shåb,1,NA,shåb
shabbily,1,NA,shabbily
shackleton,1,NA,shackleton
shading,1,NA,shading
shadowed,1,NA,shadowed
shady,1,NA,shady
shaky,1,NA,shaky
shame,1,NA,shame
shapely,1,NA,shapely
sharks,1,NA,sharks
sharky’s,1,NA,sharky’s
sharpening,1,NA,sharpening
sharps,1,NA,sharps
shat,1,NA,shat
shavings,1,NA,shavings
shears,1,NA,shears
sheathing,1,NA,sheathing
sheaves,1,NA,sheaves
shed,1,NA,shed
sheen,1,NA,sheen
sheerly,1,NA,sheerly
shelf,1,NA,shelf
shelterless,1,NA,shelterless
shielded,1,NA,shielded
shifty,1,NA,shifty
shillings,1,NA,shillings
shimmer,1,NA,shimmer
shimmered,1,NA,shimmered
shin,1,NA,shin
shine,1,NA,shine
shingle,1,NA,shingle
shipboard,1,NA,shipboard
shipbuilder,1,NA,shipbuilder
shipload,1,NA,shipload
shipping,1,NA,shipping
shipyards,1,NA,shipyards
shiver,1,NA,shiver
shoaled,1,NA,shoaled
shoalness,1,NA,shoalness
shoals,1,NA,shoals
shocking,1,NA,shocking
shocks,1,NA,shocks
shod,1,NA,shod
shortage,1,NA,shortage
shortened,1,NA,shortened
shotguns,1,NA,shotguns
shoved,1,NA,shoved
shovelling,1,NA,shovelling
shoves,1,NA,shoves
showers,1,NA,showers
shreds,1,NA,shreds
shrieking,1,NA,shrieking
shrilled,1,NA,shrilled
shrilly,1,NA,shrilly
shrimp,1,NA,shrimp
shrouding,1,NA,shrouding
shrugging,1,NA,shrugging
shrunk,1,NA,shrunk
shrunken,1,NA,shrunken
shudder,1,NA,shudder
shutters,1,NA,shutters
shuttle,1,NA,shuttle
shyness,1,NA,shyness
si,1,NA,si
sickly,1,NA,sickly
sidelights,1,NA,sidelights
siderable,1,NA,siderable
sidered,1,NA,sidered
sideways,1,NA,sideways
sidney,1,NA,sidney
sie,1,NA,sie
sient,1,NA,sient
sif,1,NA,sif
sigh,1,NA,sigh
signalize,1,NA,signalize
signalled,1,NA,signalled
signature,1,NA,signature
sil,1,NA,sil
silent,1,NA,silent
siliceous,1,NA,siliceous
silicic,1,NA,silicic
silk,1,NA,silk
silky,1,NA,silky
silts,1,NA,silts
simmering,1,NA,simmering
simplest,1,NA,simplest
simplicity,1,NA,simplicity
simplify,1,NA,simplify
sincere,1,NA,sincere
sincerely,1,NA,sincerely
sincerity,1,NA,sincerity
sinewy,1,NA,sinewy
sinful,1,NA,sinful
sing,1,NA,sing
singers,1,NA,singers
sings,1,NA,sings
sinister,1,NA,sinister
sinks,1,NA,sinks
sinners,1,NA,sinners
sinter,1,NA,sinter
sinuosities,1,NA,sinuosities
sinuously,1,NA,sinuously
siopeia,1,NA,siopeia
siorapaluk,1,NA,siorapaluk
sipping,1,NA,sipping
siques,1,NA,siques
sire,1,NA,sire
sirloin,1,NA,sirloin
sist,1,NA,sist
sistance,1,NA,sistance
sisted,1,NA,sisted
sition,1,NA,sition
situated,1,NA,situated
situations,1,NA,situations
siusaq,1,NA,siusaq
sively,1,NA,sively
skeptic,1,NA,skeptic
sketchy,1,NA,sketchy
skiffs,1,NA,skiffs
skilled,1,NA,skilled
skittle,1,NA,skittle
sky’s,1,NA,sky’s
slackly,1,NA,slackly
slams,1,NA,slams
slan,1,NA,slan
slanted,1,NA,slanted
slanting,1,NA,slanting
slapping,1,NA,slapping
slates,1,NA,slates
slaughter,1,NA,slaughter
slaughtered,1,NA,slaughtered
slaughterer,1,NA,slaughterer
sled,1,NA,sled
sleek,1,NA,sleek
sleepily,1,NA,sleepily
sleepiness,1,NA,sleepiness
sleet,1,NA,sleet
sleeves,1,NA,sleeves
slice,1,NA,slice
sliced,1,NA,sliced
slime,1,NA,slime
sling,1,NA,sling
slip,1,NA,slip
slipping,1,NA,slipping
slips,1,NA,slips
slits,1,NA,slits
slivers,1,NA,slivers
sloped,1,NA,sloped
slot,1,NA,slot
sloth,1,NA,sloth
slower,1,NA,slower
sluggish,1,NA,sluggish
sluggishly,1,NA,sluggishly
slumber,1,NA,slumber
slumbering,1,NA,slumbering
slumbers,1,NA,slumbers
smacking,1,NA,smacking
smart,1,NA,smart
smashes,1,NA,smashes
smashing,1,NA,smashing
smells,1,NA,smells
smiles,1,NA,smiles
smithsonian,1,NA,smithsonian
smithy,1,NA,smithy
smokes,1,NA,smokes
smoking,1,NA,smoking
smoky,1,NA,smoky
smoothly,1,NA,smoothly
smooths,1,NA,smooths
smoulder,1,NA,smoulder
snails,1,wildlife,snails
snake,1,NA,snake
snaked,1,NA,snaked
snapping,1,NA,snapping
snaps,1,NA,snaps
snares,1,NA,snares
snarling,1,NA,snarling
snatched,1,NA,snatched
sneaked,1,NA,sneaked
sniffed,1,NA,sniffed
sniffs,1,NA,sniffs
snipe,1,NA,snipe
snort,1,NA,snort
snowballs,1,NA,snowballs
snowfields,1,NA,snowfields
snowflake,1,NA,snowflake
snowmen,1,NA,snowmen
snows,1,NA,snows
snub,1,NA,snub
soak,1,NA,soak
soaking,1,NA,soaking
sobbing,1,NA,sobbing
socializing,1,NA,socializing
societies,1,NA,societies
soda,1,NA,soda
sods,1,NA,sods
sofa,1,NA,sofa
softening,1,NA,softening
softness,1,NA,softness
soiled,1,NA,soiled
sojourning,1,NA,sojourning
sojourns,1,NA,sojourns
solicitously,1,NA,solicitously
solidity,1,NA,solidity
soll,1,NA,soll
solu,1,NA,solu
solved,1,NA,solved
sombre,1,NA,sombre
somebody’s,1,NA,somebody’s
somersaults,1,NA,somersaults
somerset,1,NA,somerset
soms,1,NA,soms
sonett,1,NA,sonett
sonian,1,NA,sonian
sonntag’s,1,NA,sonntag’s
sooty,1,NA,sooty
sories,1,NA,sories
sorkak,1,NA,sorkak
sorrel,1,NA,sorrel
sour,1,NA,sour
sources,1,NA,sources
souter,1,NA,souter
souvenir,1,NA,souvenir
spades,1,NA,spades
span,1,NA,span
spangled,1,NA,spangled
spann,1,NA,spann
spark,1,NA,spark
spartan,1,NA,spartan
spat,1,NA,spat
spatial,1,NA,spatial
spe,1,NA,spe
speaker,1,NA,speaker
speakers,1,NA,speakers
speaks,1,NA,speaks
speare’s,1,NA,speare’s
spec,1,NA,spec
speck,1,NA,speck
speckled,1,NA,speckled
specksioneer,1,NA,specksioneer
spectator,1,NA,spectator
spectroscope,1,NA,spectroscope
spectroscopes,1,NA,spectroscopes
spectroscopically,1,NA,spectroscopically
speculations,1,NA,speculations
speculative,1,NA,speculative
speculators,1,NA,speculators
sped,1,NA,sped
speeches,1,NA,speeches
spell,1,NA,spell
spellbound,1,NA,spellbound
spelling,1,NA,spelling
sperm,1,NA,sperm
sphag,1,NA,sphag
sphere,1,NA,sphere
spheres,1,NA,spheres
sphinx,1,NA,sphinx
spices,1,NA,spices
spikes,1,NA,spikes
spilling,1,NA,spilling
spinal,1,NA,spinal
spindle,1,NA,spindle
spindly,1,NA,spindly
spiral,1,NA,spiral
spire,1,NA,spire
spires,1,NA,spires
spiritual,1,NA,spiritual
spitting,1,NA,spitting
splash,1,NA,splash
splashed,1,NA,splashed
splendidly,1,NA,splendidly
splitting,1,NA,splitting
spoiled,1,NA,spoiled
spoken,1,NA,spoken
spoonworts,1,flora,spoonworts
spores,1,NA,spores
sporting,1,NA,sporting
sportsmanlike,1,NA,sportsmanlike
spotting,1,NA,spotting
spouse’s,1,NA,spouse’s
spouted,1,NA,spouted
spouts,1,NA,spouts
sprawled,1,NA,sprawled
spreadest,1,NA,spreadest
springfields,1,NA,springfields
springs,1,NA,springs
sprouts,1,NA,sprouts
spun,1,NA,spun
spurred,1,NA,spurred
sputtered,1,NA,sputtered
squadron’s,1,NA,squadron’s
squander,1,NA,squander
squatted,1,NA,squatted
squeeze,1,NA,squeeze
squirrels,1,NA,squirrels
sta,1,NA,sta
staart,1,NA,staart
stab,1,NA,stab
stabbed,1,NA,stabbed
staccato,1,NA,staccato
stackpole,1,NA,stackpole
staggered,1,NA,staggered
stags,1,NA,stags
stain,1,NA,stain
stained,1,NA,stained
staircase,1,NA,staircase
stairs,1,NA,stairs
stake,1,NA,stake
stalking,1,NA,stalking
stalks,1,NA,stalks
stampede,1,NA,stampede
stamps,1,NA,stamps
standstill,1,NA,standstill
stant,1,NA,stant
staphylin,1,wildlife,staphylin
staring,1,NA,staring
